head,relation,tail
Technology_switchtab,BELONGS_TO,Task_end-to-end
2212.06951,BELONGS_TO,Technology_ai
2212.06951,PROPOSED,Method_natural
Method_natural,USES,Technology_ai
2402.09025,BELONGS_TO,Technology_sleb
2402.09025,PROPOSED,Method_pruning
Method_pruning,USES,Technology_sleb
2010.05223,RESEARCH_ON,Task_natural
2205.11916,BELONGS_TO,Technology_zero-shot-cot
2205.11916,RESEARCH_ON,Task_arithmetics
Technology_zero-shot-cot,BELONGS_TO,Task_arithmetics
2307.16877,PROPOSED,Method_human
2307.16877,RESEARCH_ON,Task_question
Method_human,EVALUATES,Task_question
2009.06206,PROPOSED,Method_relation
1806.03537,BELONGS_TO,Technology_nlp
2407.02791,BELONGS_TO,Technology_elevate
2407.02791,PROPOSED,Method_model-based
2407.02791,PROPOSED,Method_chatbot-style
Method_model-based,USES,Technology_elevate
Method_model-based,IMPROVES,Method_chatbot-style
Method_chatbot-style,USES,Technology_elevate
Method_chatbot-style,IMPROVES,Method_model-based
2411.13050,BELONGS_TO,Technology_topkima-former
2301.04761,BELONGS_TO,Technology_narrowbert
2301.04761,RESEARCH_ON,Task_accelerating
2301.04761,RESEARCH_ON,Task_mnli
Technology_narrowbert,BELONGS_TO,Task_accelerating
Technology_narrowbert,BELONGS_TO,Task_mnli
2409.18819,BELONGS_TO,Technology_openai
2409.18819,PROPOSED,Method_openai
Method_openai,USES,Technology_openai
2410.02244,BELONGS_TO,Technology_sov
2402.10631,RESEARCH_ON,Task_quantization-aware
2110.00621,BELONGS_TO,Technology_nlp
1808.07931,PROPOSED,Method_financial
2201.08919,PROPOSED,Method_bert-base
2303.02198,PROPOSED,Method_pattern-exploiting
2303.02198,PROPOSED,Method_easy
2303.02198,PROPOSED,Method_pet
2303.02198,PROPOSED,Method_back-translation
2303.02198,PROPOSED,Method_grayscaling
Method_pattern-exploiting,IMPROVES,Method_easy
Method_pattern-exploiting,IMPROVES,Method_pet
Method_pattern-exploiting,IMPROVES,Method_back-translation
Method_pattern-exploiting,IMPROVES,Method_grayscaling
Method_easy,IMPROVES,Method_pattern-exploiting
Method_easy,IMPROVES,Method_pet
Method_easy,IMPROVES,Method_back-translation
Method_easy,IMPROVES,Method_grayscaling
Method_pet,IMPROVES,Method_pattern-exploiting
Method_pet,IMPROVES,Method_easy
Method_pet,IMPROVES,Method_back-translation
Method_pet,IMPROVES,Method_grayscaling
Method_back-translation,IMPROVES,Method_pattern-exploiting
Method_back-translation,IMPROVES,Method_easy
Method_back-translation,IMPROVES,Method_pet
Method_back-translation,IMPROVES,Method_grayscaling
Method_grayscaling,IMPROVES,Method_pattern-exploiting
Method_grayscaling,IMPROVES,Method_easy
Method_grayscaling,IMPROVES,Method_pet
Method_grayscaling,IMPROVES,Method_back-translation
2402.15039,BELONGS_TO,Technology_efficientnetb7
2402.15039,BELONGS_TO,Technology_web
2306.04328,BELONGS_TO,Technology_natural
2205.11961,BELONGS_TO,Technology_nlp
2205.11961,PROPOSED,Method_attempt
Method_attempt,USES,Technology_nlp
2204.12835,BELONGS_TO,Technology_ml
2308.16151,BELONGS_TO,Technology_artificial
2308.16151,BELONGS_TO,Technology_llms
1911.01857,PROPOSED,Method_video
2312.03736,BELONGS_TO,Technology_machine
2312.03736,PROPOSED,Method_machine
Method_machine,USES,Technology_machine
2301.03957,BELONGS_TO,Technology_ai
2301.03957,BELONGS_TO,Technology_natural
2301.03957,BELONGS_TO,Technology_machine
2207.11917,BELONGS_TO,Technology_bmf
2404.03184,RESEARCH_ON,Task_machine
2409.15127,BELONGS_TO,Technology_openmedprompt
2301.13003,BELONGS_TO,Technology_plms
2301.13003,BELONGS_TO,Technology_librispeech
2301.13003,PROPOSED,Method_hierarchical
Method_hierarchical,USES,Technology_plms
Method_hierarchical,USES,Technology_librispeech
2209.01148,BELONGS_TO,Technology_cholec80
2303.00293,BELONGS_TO,Technology_ai
2303.00293,BELONGS_TO,Technology_textflint
2303.00293,RESEARCH_ON,Task_natural
2303.00293,RESEARCH_ON,Task_alysis
Technology_ai,BELONGS_TO,Task_natural
Technology_ai,BELONGS_TO,Task_alysis
Technology_textflint,BELONGS_TO,Task_natural
Technology_textflint,BELONGS_TO,Task_alysis
2110.04480,BELONGS_TO,Technology_bas
2309.05497,RESEARCH_ON,Task_personality
1805.12291,RESEARCH_ON,Task_empirical
1805.12291,RESEARCH_ON,Task_ner
2212.00999,BELONGS_TO,Technology_ire
2212.00999,PROPOSED,Method_ire
2212.00999,RESEARCH_ON,Task_search
Method_ire,USES,Technology_ire
Method_ire,EVALUATES,Task_search
Technology_ire,BELONGS_TO,Task_search
2311.01684,PROPOSED,Method_answer
2002.03872,BELONGS_TO,Technology_sparseids
2410.16410,PROPOSED,Method_subword
2410.16410,RESEARCH_ON,Task_subword
Method_subword,EVALUATES,Task_subword
2407.16847,BELONGS_TO,Technology_splat
2210.12770,BELONGS_TO,Technology_transformer
1403.6381,PROPOSED,Method_machine
1403.6381,PROPOSED,Method_machine
Method_machine,IMPROVES,Method_machine
Method_machine,IMPROVES,Method_machine
2003.03131,BELONGS_TO,Technology_morfessor
2212.00105,BELONGS_TO,Technology_nlp
2411.07850,BELONGS_TO,Technology_iae
2411.07850,PROPOSED,Method_iae
2411.07850,RESEARCH_ON,Task_sentiment
Method_iae,USES,Technology_iae
Method_iae,EVALUATES,Task_sentiment
Technology_iae,BELONGS_TO,Task_sentiment
2106.02658,BELONGS_TO,Technology_nlp
2204.03465,PROPOSED,Method_natural
1603.06571,PROPOSED,Method_skip-gram
1603.06571,RESEARCH_ON,Task_skip-gram
Method_skip-gram,EVALUATES,Task_skip-gram
2501.11960,BELONGS_TO,Technology_tad-bench
2203.01976,PROPOSED,Method_overlap-based
2006.09719,RESEARCH_ON,Task_automatically
2210.10996,RESEARCH_ON,Task_cpp
2309.09150,BELONGS_TO,Technology_nlp
2407.02711,BELONGS_TO,Technology_ai
2405.11704,BELONGS_TO,Technology_transformer
2405.11704,PROPOSED,Method_ms
2405.11704,PROPOSED,Method_knowledge
Method_ms,USES,Technology_transformer
Method_ms,IMPROVES,Method_knowledge
Method_knowledge,USES,Technology_transformer
Method_knowledge,IMPROVES,Method_ms
2009.05664,BELONGS_TO,Technology_ai
2009.05664,BELONGS_TO,Technology_nlp
2009.05664,RESEARCH_ON,Task_qa
Technology_ai,BELONGS_TO,Task_qa
Technology_nlp,BELONGS_TO,Task_qa
2312.07128,BELONGS_TO,Technology_ms-twins
2312.07128,RESEARCH_ON,Task_multi-scale
Technology_ms-twins,BELONGS_TO,Task_multi-scale
2301.10389,RESEARCH_ON,Task_sere
2412.17727,BELONGS_TO,Technology_editcot
2208.09915,BELONGS_TO,Technology_nlp
2404.03150,RESEARCH_ON,Task_qa
1606.05611,BELONGS_TO,Technology_natural
1606.05611,BELONGS_TO,Technology_machine
1606.05611,PROPOSED,Method_natural
1606.05611,PROPOSED,Method_machine
2402.09934,BELONGS_TO,Technology_twitter
2402.09934,PROPOSED,Method_twitter
Method_twitter,USES,Technology_twitter
2103.15593,PROPOSED,Method_tree-structured
2103.15593,PROPOSED,Method_waetl
2103.15593,PROPOSED,Method_weighted
2103.15593,RESEARCH_ON,Task_multi-source
Method_tree-structured,IMPROVES,Method_waetl
Method_tree-structured,IMPROVES,Method_weighted
Method_tree-structured,EVALUATES,Task_multi-source
Method_waetl,IMPROVES,Method_tree-structured
Method_waetl,IMPROVES,Method_weighted
Method_waetl,EVALUATES,Task_multi-source
Method_weighted,IMPROVES,Method_tree-structured
Method_weighted,IMPROVES,Method_waetl
Method_weighted,EVALUATES,Task_multi-source
2109.06939,PROPOSED,Method_multi-task
2109.06939,RESEARCH_ON,Task_mtl
Method_multi-task,EVALUATES,Task_mtl
1707.02387,PROPOSED,Method_dynamic
1906.09380,BELONGS_TO,Technology_ai
1906.09380,BELONGS_TO,Technology_nlp-based
2111.11535,RESEARCH_ON,Task_game
2006.08686,BELONGS_TO,Technology_nlp
2006.08686,BELONGS_TO,Technology_computer
2006.08686,PROPOSED,Method_computer
Method_computer,USES,Technology_nlp
Method_computer,USES,Technology_computer
2407.01374,RESEARCH_ON,Task_re
2407.01374,RESEARCH_ON,Task_ner
2003.02647,PROPOSED,Method_watch
2209.00557,BELONGS_TO,Technology_ts
2107.13541,BELONGS_TO,Technology_nlp
2407.01257,BELONGS_TO,Technology_udistil-whisper
1705.09656,PROPOSED,Method_machine
1608.01056,RESEARCH_ON,Task_morphological
1608.01056,RESEARCH_ON,Task_part-of-speech
2203.06807,BELONGS_TO,Technology_natural
2203.06807,RESEARCH_ON,Task_semantic
Technology_natural,BELONGS_TO,Task_semantic
2310.16755,RESEARCH_ON,Task_tom
2307.09885,BELONGS_TO,Technology_ai
2311.01895,PROPOSED,Method_sentiment
2404.07999,BELONGS_TO,Technology_bert-large
2304.07193,PROPOSED,Method_self-supervis
2404.14809,BELONGS_TO,Technology_nlp
2404.04963,BELONGS_TO,Technology_ai
2309.16609,BELONGS_TO,Technology_reinforcement
2309.16609,PROPOSED,Method_reinforcement
Method_reinforcement,USES,Technology_reinforcement
2304.03153,BELONGS_TO,Technology_large
2304.03153,PROPOSED,Method_large
Method_large,USES,Technology_large
2005.12840,BELONGS_TO,Technology_sa
2301.09790,BELONGS_TO,Technology_gpt-3
2301.09790,PROPOSED,Method_omatic
Method_omatic,USES,Technology_gpt-3
2210.04573,BELONGS_TO,Technology_pre-trained
2403.06249,BELONGS_TO,Technology_ice-pixiu
2502.10725,RESEARCH_ON,Task_sts
2406.01126,BELONGS_TO,Technology_tcm-bench
2406.01126,BELONGS_TO,Technology_zhongjing-tcm
2212.01218,BELONGS_TO,Technology_lstm
2212.01218,RESEARCH_ON,Task_question
2212.01218,RESEARCH_ON,Task_answer
Technology_lstm,BELONGS_TO,Task_question
Technology_lstm,BELONGS_TO,Task_answer
2502.14802,BELONGS_TO,Technology_ai
1808.09386,PROPOSED,Method_framing
2102.05951,PROPOSED,Method_text
2302.07324,PROPOSED,Method_speech
2309.04725,BELONGS_TO,Technology_nlp
2309.04725,BELONGS_TO,Technology_epa
2309.04725,PROPOSED,Method_epa
2309.04725,RESEARCH_ON,Task_nlu
2309.04725,RESEARCH_ON,Task_nlg
Method_epa,USES,Technology_nlp
Method_epa,USES,Technology_epa
Method_epa,EVALUATES,Task_nlu
Method_epa,EVALUATES,Task_nlg
Technology_nlp,BELONGS_TO,Task_nlu
Technology_nlp,BELONGS_TO,Task_nlg
Technology_epa,BELONGS_TO,Task_nlu
Technology_epa,BELONGS_TO,Task_nlg
1903.07397,RESEARCH_ON,Task_thematic
2309.03667,BELONGS_TO,Technology_gsm8k
2309.03667,RESEARCH_ON,Task_prolog
Technology_gsm8k,BELONGS_TO,Task_prolog
2210.17234,PROPOSED,Method_natural
1110.1394,BELONGS_TO,Technology_nlp
2207.01327,BELONGS_TO,Technology_api
2110.03851,PROPOSED,Method_semantic
2107.07928,PROPOSED,Method_tem
2107.07928,PROPOSED,Method_truncated
Method_tem,IMPROVES,Method_truncated
Method_truncated,IMPROVES,Method_tem
2203.04226,PROPOSED,Method_ocp-dct
2203.04226,PROPOSED,Method_different-charging-time
2203.04226,PROPOSED,Method_ocp-sct
2203.04226,PROPOSED,Method_same-charging-time
Method_ocp-dct,IMPROVES,Method_different-charging-time
Method_ocp-dct,IMPROVES,Method_ocp-sct
Method_ocp-dct,IMPROVES,Method_same-charging-time
Method_different-charging-time,IMPROVES,Method_ocp-dct
Method_different-charging-time,IMPROVES,Method_ocp-sct
Method_different-charging-time,IMPROVES,Method_same-charging-time
Method_ocp-sct,IMPROVES,Method_ocp-dct
Method_ocp-sct,IMPROVES,Method_different-charging-time
Method_ocp-sct,IMPROVES,Method_same-charging-time
Method_same-charging-time,IMPROVES,Method_ocp-dct
Method_same-charging-time,IMPROVES,Method_different-charging-time
Method_same-charging-time,IMPROVES,Method_ocp-sct
2404.12352,BELONGS_TO,Technology_pic
2404.12352,BELONGS_TO,Technology_point-in-context-segmenter
2404.12352,PROPOSED,Method_in-context
Method_in-context,USES,Technology_pic
Method_in-context,USES,Technology_point-in-context-segmenter
2307.03687,PROPOSED,Method_statistical
2307.03687,PROPOSED,Method_natural
2307.03687,PROPOSED,Method_standard
Method_statistical,IMPROVES,Method_natural
Method_statistical,IMPROVES,Method_standard
Method_natural,IMPROVES,Method_statistical
Method_natural,IMPROVES,Method_standard
Method_standard,IMPROVES,Method_statistical
Method_standard,IMPROVES,Method_natural
1611.02337,BELONGS_TO,Technology_big
2109.07424,BELONGS_TO,Technology_mlm
2109.07424,BELONGS_TO,Technology_supclseq
2109.07424,PROPOSED,Method_mlm
2109.07424,PROPOSED,Method_masked
2109.07424,PROPOSED,Method_supclseq
2109.07424,RESEARCH_ON,Task_supervised
Method_mlm,USES,Technology_mlm
Method_mlm,USES,Technology_supclseq
Method_mlm,IMPROVES,Method_masked
Method_mlm,IMPROVES,Method_supclseq
Method_mlm,EVALUATES,Task_supervised
Method_masked,USES,Technology_mlm
Method_masked,USES,Technology_supclseq
Method_masked,IMPROVES,Method_mlm
Method_masked,IMPROVES,Method_supclseq
Method_masked,EVALUATES,Task_supervised
Method_supclseq,USES,Technology_mlm
Method_supclseq,USES,Technology_supclseq
Method_supclseq,IMPROVES,Method_mlm
Method_supclseq,IMPROVES,Method_masked
Method_supclseq,EVALUATES,Task_supervised
Technology_mlm,BELONGS_TO,Task_supervised
Technology_supclseq,BELONGS_TO,Task_supervised
2212.09573,BELONGS_TO,Technology_machine
2212.09573,PROPOSED,Method_machine
2501.08598,BELONGS_TO,Technology_llamaresttest
2501.08598,PROPOSED,Method_llamaresttest
Method_llamaresttest,USES,Technology_llamaresttest
2410.16498,BELONGS_TO,Technology_nlp
2202.12107,BELONGS_TO,Technology_python
2202.12107,PROPOSED,Method_natural
2202.12107,PROPOSED,Method_python
Method_natural,USES,Technology_python
Method_natural,IMPROVES,Method_python
Method_python,IMPROVES,Method_natural
2408.04638,BELONGS_TO,Technology_affective
2408.04638,PROPOSED,Method_p-tuning
2408.04638,PROPOSED,Method_lora
2408.04638,PROPOSED,Method_prompt
2408.04638,RESEARCH_ON,Task_affective
2408.04638,RESEARCH_ON,Task_prompt
Method_p-tuning,USES,Technology_affective
Method_p-tuning,IMPROVES,Method_lora
Method_p-tuning,IMPROVES,Method_prompt
Method_p-tuning,EVALUATES,Task_affective
Method_p-tuning,EVALUATES,Task_prompt
Method_lora,USES,Technology_affective
Method_lora,IMPROVES,Method_p-tuning
Method_lora,IMPROVES,Method_prompt
Method_lora,EVALUATES,Task_affective
Method_lora,EVALUATES,Task_prompt
Method_prompt,USES,Technology_affective
Method_prompt,IMPROVES,Method_p-tuning
Method_prompt,IMPROVES,Method_lora
Method_prompt,EVALUATES,Task_affective
Method_prompt,EVALUATES,Task_prompt
Technology_affective,BELONGS_TO,Task_affective
Technology_affective,BELONGS_TO,Task_prompt
2411.16433,RESEARCH_ON,Task_finding
2410.05339,BELONGS_TO,Technology_ai
2103.06678,BELONGS_TO,Technology_nlp
2408.04643,BELONGS_TO,Technology_llama
2302.13007,BELONGS_TO,Technology_auggpt
2302.13007,BELONGS_TO,Technology_auggp
2405.06704,BELONGS_TO,Technology_sentiment
2405.06704,BELONGS_TO,Technology_html
2405.06704,PROPOSED,Method_machine
2405.06704,PROPOSED,Method_sentiment
2405.06704,RESEARCH_ON,Task_sentiment
Method_machine,USES,Technology_sentiment
Method_machine,USES,Technology_html
Method_machine,IMPROVES,Method_sentiment
Method_machine,EVALUATES,Task_sentiment
Method_sentiment,USES,Technology_sentiment
Method_sentiment,USES,Technology_html
Method_sentiment,IMPROVES,Method_machine
Method_sentiment,EVALUATES,Task_sentiment
Technology_sentiment,BELONGS_TO,Task_sentiment
Technology_html,BELONGS_TO,Task_sentiment
2405.00377,BELONGS_TO,Technology_python
2405.00377,BELONGS_TO,Technology_tkinter
2405.00377,BELONGS_TO,Technology_tableauf
2405.00377,PROPOSED,Method_python
Method_python,USES,Technology_tkinter
Method_python,USES,Technology_tableauf
2406.04202,RESEARCH_ON,Task_generating
2212.03954,BELONGS_TO,Technology_egl
2101.10537,PROPOSED,Method_machine
2409.16668,BELONGS_TO,Technology_nlp
2406.09765,BELONGS_TO,Technology_nlp
2406.09765,PROPOSED,Method_text
2406.09765,PROPOSED,Method_text
Method_text,USES,Technology_nlp
Method_text,IMPROVES,Method_text
Method_text,USES,Technology_nlp
Method_text,IMPROVES,Method_text
2104.09570,BELONGS_TO,Technology_tb-dense
2104.09570,PROPOSED,Method_syntax-guided
2104.09570,PROPOSED,Method_end-to-end
Method_syntax-guided,USES,Technology_tb-dense
Method_syntax-guided,IMPROVES,Method_end-to-end
Method_end-to-end,USES,Technology_tb-dense
Method_end-to-end,IMPROVES,Method_syntax-guided
2408.04197,PROPOSED,Method_sem
2408.04197,RESEARCH_ON,Task_learning-to-rank
Method_sem,EVALUATES,Task_learning-to-rank
2310.12477,BELONGS_TO,Technology_gpt-3
2310.12477,RESEARCH_ON,Task_speech
Technology_gpt-3,BELONGS_TO,Task_speech
2005.12187,RESEARCH_ON,Task_rating
2210.03324,BELONGS_TO,Technology_automl
2210.03324,PROPOSED,Method_automated
2210.03324,PROPOSED,Method_catalyst
2210.03324,PROPOSED,Method_wind
Method_automated,USES,Technology_automl
Method_automated,IMPROVES,Method_catalyst
Method_automated,IMPROVES,Method_wind
Method_catalyst,USES,Technology_automl
Method_catalyst,IMPROVES,Method_automated
Method_catalyst,IMPROVES,Method_wind
Method_wind,USES,Technology_automl
Method_wind,IMPROVES,Method_automated
Method_wind,IMPROVES,Method_catalyst
2305.13817,RESEARCH_ON,Task_sectio
2409.12990,PROPOSED,Method_hyperbolic
2207.04003,BELONGS_TO,Technology_ml
2207.04003,PROPOSED,Method_machine
Method_machine,USES,Technology_ml
2303.12014,PROPOSED,Method_content
2303.12014,PROPOSED,Method_graph
2303.12014,PROPOSED,Method_time
Method_content,IMPROVES,Method_graph
Method_content,IMPROVES,Method_time
Method_graph,IMPROVES,Method_content
Method_graph,IMPROVES,Method_time
Method_time,IMPROVES,Method_content
Method_time,IMPROVES,Method_graph
2310.10930,PROPOSED,Method_enhanced
2310.10930,RESEARCH_ON,Task_enhanced
Method_enhanced,EVALUATES,Task_enhanced
2501.17437,BELONGS_TO,Technology_bim
2501.17437,BELONGS_TO,Technology_building
2402.13740,RESEARCH_ON,Task_text-to-cql
2402.13740,RESEARCH_ON,Task_text-to-cql
2104.07972,BELONGS_TO,Technology_nlp
2309.13165,BELONGS_TO,Technology_gpt-3.5
1509.03390,BELONGS_TO,Technology_psychometric
2302.02008,PROPOSED,Method_internal
2310.17894,BELONGS_TO,Technology_chatgpt
2310.17894,BELONGS_TO,Technology_semantic
2310.17894,PROPOSED,Method_semantic
2310.17894,PROPOSED,Method_llms
Method_semantic,USES,Technology_chatgpt
Method_semantic,USES,Technology_semantic
Method_semantic,IMPROVES,Method_llms
Method_llms,USES,Technology_chatgpt
Method_llms,USES,Technology_semantic
Method_llms,IMPROVES,Method_semantic
1901.00297,BELONGS_TO,Technology_b-lstm
1901.00297,BELONGS_TO,Technology_i-vector
2003.07507,BELONGS_TO,Technology_mimic-iii
2003.07507,BELONGS_TO,Technology_bidirectional
2003.07507,PROPOSED,Method_multi-label
2003.07507,PROPOSED,Method_bidirectional
Method_multi-label,USES,Technology_mimic-iii
Method_multi-label,USES,Technology_bidirectional
Method_multi-label,IMPROVES,Method_bidirectional
Method_bidirectional,USES,Technology_mimic-iii
Method_bidirectional,USES,Technology_bidirectional
Method_bidirectional,IMPROVES,Method_multi-label
2004.08994,BELONGS_TO,Technology_alum
2210.14304,BELONGS_TO,Technology_nlp
2210.14304,PROPOSED,Method_prefix-tuning
2210.14304,RESEARCH_ON,Task_learning
Method_prefix-tuning,USES,Technology_nlp
Method_prefix-tuning,EVALUATES,Task_learning
Technology_nlp,BELONGS_TO,Task_learning
2407.19299,PROPOSED,Method_low-rank
2102.00424,RESEARCH_ON,Task_visual
2408.11860,BELONGS_TO,Technology_ai
2103.06490,RESEARCH_ON,Task_sequence
2410.02028,RESEARCH_ON,Task_edit
2005.00669,BELONGS_TO,Technology_nlp
1804.10669,PROPOSED,Method_deep
1804.10669,RESEARCH_ON,Task_deep
Method_deep,EVALUATES,Task_deep
2205.08124,PROPOSED,Method_multi-task
2205.08124,PROPOSED,Method_multi-task
2205.08124,PROPOSED,Method_pairwise
2205.08124,RESEARCH_ON,Task_mtl-all
Method_multi-task,IMPROVES,Method_multi-task
Method_multi-task,IMPROVES,Method_pairwise
Method_multi-task,EVALUATES,Task_mtl-all
Method_multi-task,IMPROVES,Method_multi-task
Method_multi-task,IMPROVES,Method_pairwise
Method_multi-task,EVALUATES,Task_mtl-all
Method_pairwise,IMPROVES,Method_multi-task
Method_pairwise,IMPROVES,Method_multi-task
Method_pairwise,EVALUATES,Task_mtl-all
0811.1260,PROPOSED,Method_t-test
2212.10728,BELONGS_TO,Technology_python
2212.10728,BELONGS_TO,Technology_deep
2212.10728,BELONGS_TO,Technology_nlp
2212.10728,PROPOSED,Method_python
2212.10728,PROPOSED,Method_deep
2212.10728,RESEARCH_ON,Task_slot
Method_python,USES,Technology_deep
Method_python,USES,Technology_nlp
Method_python,IMPROVES,Method_deep
Method_python,EVALUATES,Task_slot
Method_deep,USES,Technology_python
Method_deep,USES,Technology_deep
Method_deep,USES,Technology_nlp
Method_deep,IMPROVES,Method_python
Method_deep,EVALUATES,Task_slot
Technology_python,BELONGS_TO,Task_slot
Technology_deep,BELONGS_TO,Task_slot
Technology_nlp,BELONGS_TO,Task_slot
2409.00551,BELONGS_TO,Technology_logicasker
2409.00551,BELONGS_TO,Technology_factchecker
2212.12652,RESEARCH_ON,Task_structured
1605.05087,PROPOSED,Method_ca
1605.05087,RESEARCH_ON,Task_word-vector
Method_ca,EVALUATES,Task_word-vector
2104.03848,PROPOSED,Method_preprocessing
2104.03848,PROPOSED,Method_preprocessing
Method_preprocessing,IMPROVES,Method_preprocessing
Method_preprocessing,IMPROVES,Method_preprocessing
1910.00637,BELONGS_TO,Technology_nlp
1709.06162,BELONGS_TO,Technology_computational
2109.01134,BELONGS_TO,Technology_context
2109.01134,PROPOSED,Method_context
2109.01134,PROPOSED,Method_unified
Method_context,USES,Technology_context
Method_context,IMPROVES,Method_unified
Method_unified,USES,Technology_context
Method_unified,IMPROVES,Method_context
2210.06828,BELONGS_TO,Technology_nlp
2210.06828,PROPOSED,Method_machine
2210.06828,PROPOSED,Method_mini-tests
Method_machine,USES,Technology_nlp
Method_machine,IMPROVES,Method_mini-tests
Method_mini-tests,USES,Technology_nlp
Method_mini-tests,IMPROVES,Method_machine
2305.11579,BELONGS_TO,Technology_spectra
2306.09697,BELONGS_TO,Technology_chemdisgene
2310.16485,BELONGS_TO,Technology_python
2310.16485,PROPOSED,Method_python
2310.16485,PROPOSED,Method_eventdetector-ts
Method_python,IMPROVES,Method_eventdetector-ts
Method_eventdetector-ts,USES,Technology_python
Method_eventdetector-ts,IMPROVES,Method_python
2302.14233,BELONGS_TO,Technology_opend5
2302.14233,PROPOSED,Method_opend5
2302.14233,RESEARCH_ON,Task_d5
Method_opend5,USES,Technology_opend5
Method_opend5,EVALUATES,Task_d5
Technology_opend5,BELONGS_TO,Task_d5
2502.18915,PROPOSED,Method_early
1702.00855,RESEARCH_ON,Task_natural
2009.01575,BELONGS_TO,Technology_web
2502.12276,PROPOSED,Method_story
2502.12276,RESEARCH_ON,Task_story
Method_story,EVALUATES,Task_story
2310.14326,BELONGS_TO,Technology_clmsm
2310.14326,PROPOSED,Method_mask-step
Method_mask-step,USES,Technology_clmsm
2312.15709,RESEARCH_ON,Task_sscl
2502.16806,PROPOSED,Method_kd
2502.16806,PROPOSED,Method_cot2align
Method_kd,IMPROVES,Method_cot2align
Method_cot2align,IMPROVES,Method_kd
2212.04098,PROPOSED,Method_2d
2012.05715,BELONGS_TO,Technology_deep
2012.05715,BELONGS_TO,Technology_deep
2203.04408,BELONGS_TO,Technology_isea
2408.17428,PROPOSED,Method_ocr
2408.17428,PROPOSED,Method_optical
2408.17428,RESEARCH_ON,Task_named
Method_ocr,IMPROVES,Method_optical
Method_ocr,EVALUATES,Task_named
Method_optical,IMPROVES,Method_ocr
Method_optical,EVALUATES,Task_named
2212.09254,BELONGS_TO,Technology_nlp
2212.09254,BELONGS_TO,Technology_textgrad
2212.09254,PROPOSED,Method_textgrad
Method_textgrad,USES,Technology_nlp
Method_textgrad,USES,Technology_textgrad
2410.09527,BELONGS_TO,Technology_legal
2110.05115,RESEARCH_ON,Task_coreference
1905.11471,BELONGS_TO,Technology_xlda
1905.11471,RESEARCH_ON,Task_cross-lingual
1905.11471,RESEARCH_ON,Task_squad
Technology_xlda,BELONGS_TO,Task_cross-lingual
Technology_xlda,BELONGS_TO,Task_squad
2312.12604,BELONGS_TO,Technology_application
2312.12604,PROPOSED,Method_oracle
2312.12604,PROPOSED,Method_statistical
2312.12604,PROPOSED,Method_negative
Method_oracle,USES,Technology_application
Method_oracle,IMPROVES,Method_statistical
Method_oracle,IMPROVES,Method_negative
Method_statistical,USES,Technology_application
Method_statistical,IMPROVES,Method_oracle
Method_statistical,IMPROVES,Method_negative
Method_negative,USES,Technology_application
Method_negative,IMPROVES,Method_oracle
Method_negative,IMPROVES,Method_statistical
2403.12881,PROPOSED,Method_llms
2211.15424,BELONGS_TO,Technology_ai
2211.15424,RESEARCH_ON,Task_bill
Technology_ai,BELONGS_TO,Task_bill
2204.12024,PROPOSED,Method_reprint
2306.04059,BELONGS_TO,Technology_chatgpt
2305.14450,BELONGS_TO,Technology_openai
2305.14450,PROPOSED,Method_llms
2305.14450,RESEARCH_ON,Task_llms
Method_llms,USES,Technology_openai
Method_llms,EVALUATES,Task_llms
Technology_openai,BELONGS_TO,Task_llms
2210.17497,BELONGS_TO,Technology_transformer
2210.17497,BELONGS_TO,Technology_recurrent
2106.02689,RESEARCH_ON,Task_regional-to-local
2205.10412,BELONGS_TO,Technology_deep
1806.03688,BELONGS_TO,Technology_python
1806.03688,BELONGS_TO,Technology_lexnlp
1806.03688,PROPOSED,Method_python
Method_python,USES,Technology_lexnlp
2109.00025,PROPOSED,Method_glove
2109.00025,PROPOSED,Method_word2vec
2109.00025,PROPOSED,Method_fasttext
2109.00025,PROPOSED,Method_feature
Method_glove,IMPROVES,Method_word2vec
Method_glove,IMPROVES,Method_fasttext
Method_glove,IMPROVES,Method_feature
Method_word2vec,IMPROVES,Method_glove
Method_word2vec,IMPROVES,Method_fasttext
Method_word2vec,IMPROVES,Method_feature
Method_fasttext,IMPROVES,Method_glove
Method_fasttext,IMPROVES,Method_word2vec
Method_fasttext,IMPROVES,Method_feature
Method_feature,IMPROVES,Method_glove
Method_feature,IMPROVES,Method_word2vec
Method_feature,IMPROVES,Method_fasttext
2307.14913,RESEARCH_ON,Task_transition-focused
2109.00199,RESEARCH_ON,Task_pattern-based
2305.17073,BELONGS_TO,Technology_python
2305.17073,PROPOSED,Method_rpretation
Method_rpretation,USES,Technology_python
2311.03533,RESEARCH_ON,Task_quantifying
2403.01554,BELONGS_TO,Technology_transformer-xl
2403.01554,PROPOSED,Method_transformer-xl
2403.01554,RESEARCH_ON,Task_image
Method_transformer-xl,USES,Technology_transformer-xl
Method_transformer-xl,EVALUATES,Task_image
Technology_transformer-xl,BELONGS_TO,Task_image
1906.09569,BELONGS_TO,Technology_computational
1906.09569,PROPOSED,Method_computational
1906.09569,PROPOSED,Method_natural
1906.09569,PROPOSED,Method_text
Method_computational,USES,Technology_computational
Method_computational,IMPROVES,Method_natural
Method_computational,IMPROVES,Method_text
Method_natural,USES,Technology_computational
Method_natural,IMPROVES,Method_computational
Method_natural,IMPROVES,Method_text
Method_text,USES,Technology_computational
