head,relation,tail
Method_Automatic_Mixed-Precision_Quantization,IMPROVES,Method_Differentiable_Neural_Architecture_Search
Method_Automatic_Mixed-Precision_Quantization,IMPROVES,Method_orthogonal
Method_Automatic_Mixed-Precision_Quantization,IMPROVES,Method_DistilBERT
Method_Differentiable_Neural_Architecture_Search,USES,Technology_Differentiable_Neural_Architecture_Search
Method_Differentiable_Neural_Architecture_Search,IMPROVES,Method_Automatic_Mixed-Precision_Quantization
Method_Differentiable_Neural_Architecture_Search,IMPROVES,Method_orthogonal
Method_Differentiable_Neural_Architecture_Search,IMPROVES,Method_DistilBERT
Method_orthogonal,USES,Technology_Differentiable_Neural_Architecture_Search
Method_orthogonal,IMPROVES,Method_Automatic_Mixed-Precision_Quantization
Method_orthogonal,IMPROVES,Method_Differentiable_Neural_Architecture_Search
Method_orthogonal,IMPROVES,Method_DistilBERT
Method_DistilBERT,USES,Technology_Differentiable_Neural_Architecture_Search
Method_DistilBERT,IMPROVES,Method_Automatic_Mixed-Precision_Quantization
Method_DistilBERT,IMPROVES,Method_Differentiable_Neural_Architecture_Search
Method_DistilBERT,IMPROVES,Method_orthogonal
2402.06964,BELONGS_TO,Technology_NLP
2402.06964,PROPOSED,Method_the_Transformer
2402.06964,PROPOSED,Method_Latent_Dirichlet_Allocation
2402.06964,PROPOSED,Method_Word2Vec
Method_the_Transformer,USES,Technology_NLP
Method_the_Transformer,IMPROVES,Method_Latent_Dirichlet_Allocation
Method_the_Transformer,IMPROVES,Method_Word2Vec
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_the_Transformer
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_Word2Vec
Method_Word2Vec,USES,Technology_NLP
Method_Word2Vec,IMPROVES,Method_the_Transformer
Method_Word2Vec,IMPROVES,Method_Latent_Dirichlet_Allocation
1907.07374,PROPOSED,Method_machine_learning
1907.07374,PROPOSED,Method_image_processing
Method_machine_learning,IMPROVES,Method_image_processing
Method_image_processing,IMPROVES,Method_machine_learning
2409.10570,BELONGS_TO,Technology_NLP
2409.10570,PROPOSED,Method_training-free_backdoor_watermarking
Method_training-free_backdoor_watermarking,USES,Technology_NLP
2407.00236,RESEARCH_ON,Task_Closed-Form_Test_Functions_for_Biophysical_Sequence_Optimization_Algorithms
2110.15707,RESEARCH_ON,Task_Partof-speech_tagging
2310.17576,BELONGS_TO,Technology_WordTouch
2310.17576,BELONGS_TO,Technology_Android
2310.17576,PROPOSED,Method_1D-Touch
2310.17576,PROPOSED,Method_ChunkTouch
2310.17576,RESEARCH_ON,Task_ChunkTouch
Method_1D-Touch,USES,Technology_WordTouch
Method_1D-Touch,USES,Technology_Android
Method_1D-Touch,IMPROVES,Method_ChunkTouch
Method_1D-Touch,EVALUATES,Task_ChunkTouch
Method_ChunkTouch,USES,Technology_WordTouch
Method_ChunkTouch,USES,Technology_Android
Method_ChunkTouch,IMPROVES,Method_1D-Touch
Method_ChunkTouch,EVALUATES,Task_ChunkTouch
Technology_WordTouch,BELONGS_TO,Task_ChunkTouch
Technology_Android,BELONGS_TO,Task_ChunkTouch
2310.09672,RESEARCH_ON,Task_Automatic_coding_of_International_Classification_of_Diseases
2303.02913,PROPOSED,Method_QA
2303.02913,RESEARCH_ON,Task_QA
Method_QA,EVALUATES,Task_QA
2312.15166,BELONGS_TO,Technology_SOLAR_10.7B
2104.04805,PROPOSED,Method_Non-autoregressive_Transformer-based_End-to-end_ASR
2104.04805,RESEARCH_ON,Task_speech_recognition
Method_Non-autoregressive_Transformer-based_End-to-end_ASR,EVALUATES,Task_speech_recognition
2303.03165,PROPOSED,Method_Modified_D2SBERT_and_Sentence_Attention_mechanism
2405.20900,BELONGS_TO,Technology_Natural_Language_Processing
2405.20900,BELONGS_TO,Technology_Llama_2
2405.20900,BELONGS_TO,Technology_NLP
2405.20900,PROPOSED,Method_NLP
Method_NLP,USES,Technology_Llama_2
2011.05402,PROPOSED,Method_OCR_post-correction
2011.05402,RESEARCH_ON,Task_OCR_Post_Correction_for_Endangered_Language_Texts
Method_OCR_post-correction,EVALUATES,Task_OCR_Post_Correction_for_Endangered_Language_Texts
2403.17012,BELONGS_TO,Technology_AI
2403.17012,PROPOSED,Method_evolutionary_algorithms
Method_evolutionary_algorithms,USES,Technology_AI
2108.08483,PROPOSED,Method_emails
2105.00150,PROPOSED,Method_PDF-to-text
1605.05087,PROPOSED,Method_CA
1605.05087,RESEARCH_ON,Task_word-vector_representation
Method_CA,EVALUATES,Task_word-vector_representation
2202.11204,BELONGS_TO,Technology_QML
2202.11204,BELONGS_TO,Technology_Quantum_Boltzmann
2202.12934,BELONGS_TO,Technology_NAS
2201.09966,RESEARCH_ON,Task_Text_classification
2110.08512,BELONGS_TO,Technology_Python
2110.08512,PROPOSED,Method_Python
2201.08675,PROPOSED,Method_supervised_and_unsupervised_machine_learning_(ML
2201.08675,PROPOSED,Method_natural_language_processing
Method_supervised_and_unsupervised_machine_learning_(ML,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,IMPROVES,Method_supervised_and_unsupervised_machine_learning_(ML
1911.03863,PROPOSED,Method_LEOPARD
2309.09150,BELONGS_TO,Technology_NLP
2001.06286,BELONGS_TO,Technology_RoBERTa
2502.00543,BELONGS_TO,Technology_VertiFormer
2502.00543,PROPOSED,Method_Computer_Vision
2502.00543,PROPOSED,Method_Natural_Language_Processing
Method_Computer_Vision,USES,Technology_VertiFormer
Method_Natural_Language_Processing,USES,Technology_VertiFormer
2409.16667,BELONGS_TO,Technology_MW
2409.16667,PROPOSED,Method_e-Guided_Imagination
2409.16667,PROPOSED,Method_MW
Method_e-Guided_Imagination,USES,Technology_MW
Method_e-Guided_Imagination,IMPROVES,Method_MW
Method_MW,USES,Technology_MW
Method_MW,IMPROVES,Method_e-Guided_Imagination
1907.03070,BELONGS_TO,Technology_Natural_Language_Processing
1907.03070,RESEARCH_ON,Task_Short_Text_Conversation
1907.03070,RESEARCH_ON,Task_ND
1907.03070,RESEARCH_ON,Task_DQ
Technology_Natural_Language_Processing,BELONGS_TO,Task_Short_Text_Conversation
Technology_Natural_Language_Processing,BELONGS_TO,Task_ND
Technology_Natural_Language_Processing,BELONGS_TO,Task_DQ
2010.02542,PROPOSED,Method_machine_learning
2010.02542,PROPOSED,Method_ML
2010.02542,RESEARCH_ON,Task_conducting
Method_machine_learning,EVALUATES,Task_conducting
Method_ML,EVALUATES,Task_conducting
2210.05839,BELONGS_TO,Technology_Transformers
2210.05839,BELONGS_TO,Technology_Systematic_Error_Analysis_and_Labeling
2210.05839,PROPOSED,Method_Systematic_Error_Analysis_and_Labeling
2210.05839,RESEARCH_ON,Task_Interactive_Tool_for_Systematic_Error_Analysis_and_Labeling
Method_Systematic_Error_Analysis_and_Labeling,USES,Technology_Transformers
Method_Systematic_Error_Analysis_and_Labeling,USES,Technology_Systematic_Error_Analysis_and_Labeling
Method_Systematic_Error_Analysis_and_Labeling,EVALUATES,Task_Interactive_Tool_for_Systematic_Error_Analysis_and_Labeling
Technology_Transformers,BELONGS_TO,Task_Interactive_Tool_for_Systematic_Error_Analysis_and_Labeling
Technology_Systematic_Error_Analysis_and_Labeling,BELONGS_TO,Task_Interactive_Tool_for_Systematic_Error_Analysis_and_Labeling
2406.05540,BELONGS_TO,Technology_ProteinLMDataset
1504.00854,RESEARCH_ON,Task_Recall
2312.06499,BELONGS_TO,Technology_Targeted_Concept_Erasure
2312.06499,PROPOSED,Method_Targeted_Concept_Erasure
2312.06499,RESEARCH_ON,Task_Targeted_Concept_Erasure
Method_Targeted_Concept_Erasure,USES,Technology_Targeted_Concept_Erasure
Method_Targeted_Concept_Erasure,EVALUATES,Task_Targeted_Concept_Erasure
Technology_Targeted_Concept_Erasure,BELONGS_TO,Task_Targeted_Concept_Erasure
2410.10714,BELONGS_TO,Technology_SeedLM
2308.01863,BELONGS_TO,Technology_Deep_Learning
2308.01863,BELONGS_TO,Technology_Text_Classification
2308.01863,RESEARCH_ON,Task_Text_classification
Technology_Deep_Learning,BELONGS_TO,Task_Text_classification
Technology_Text_Classification,BELONGS_TO,Task_Text_classification
2204.06271,BELONGS_TO,Technology_Cascaded_Architecture
2204.06271,PROPOSED,Method_Cascaded_Architecture
Method_Cascaded_Architecture,USES,Technology_Cascaded_Architecture
2207.04719,BELONGS_TO,Technology_Public_Value_Spheres
2207.04719,PROPOSED,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_Public_Value_Spheres
2110.15943,PROPOSED,Method_MetaICL
2407.16431,PROPOSED,Method_Counterfactual_Data_Augmentation
2407.16431,PROPOSED,Method_word_substitution_techniques_using_manually_compiled_word-pair_dictionaries
2407.16431,PROPOSED,Method_irFlow
Method_Counterfactual_Data_Augmentation,IMPROVES,Method_word_substitution_techniques_using_manually_compiled_word-pair_dictionaries
Method_Counterfactual_Data_Augmentation,IMPROVES,Method_irFlow
Method_word_substitution_techniques_using_manually_compiled_word-pair_dictionaries,IMPROVES,Method_Counterfactual_Data_Augmentation
Method_word_substitution_techniques_using_manually_compiled_word-pair_dictionaries,IMPROVES,Method_irFlow
Method_irFlow,IMPROVES,Method_Counterfactual_Data_Augmentation
Method_irFlow,IMPROVES,Method_word_substitution_techniques_using_manually_compiled_word-pair_dictionaries
2411.00907,BELONGS_TO,Technology_Edge_AI
2411.00907,BELONGS_TO,Technology_Computer_Vision
2411.00907,PROPOSED,Method_Computer_Vision
Method_Computer_Vision,USES,Technology_Edge_AI
2409.02841,PROPOSED,Method_machine_learning
2308.16615,BELONGS_TO,Technology_ML
1911.02914,BELONGS_TO,Technology_NLP
1911.02914,PROPOSED,Method_Semantic_Transformation
1911.02914,RESEARCH_ON,Task_Semantic_Transformation
Method_Semantic_Transformation,USES,Technology_NLP
Method_Semantic_Transformation,EVALUATES,Task_Semantic_Transformation
Technology_NLP,BELONGS_TO,Task_Semantic_Transformation
2404.02660,BELONGS_TO,Technology_AI
2404.02660,PROPOSED,Method_AI
2404.02660,RESEARCH_ON,Task_text_classification
Method_AI,EVALUATES,Task_text_classification
Technology_AI,BELONGS_TO,Task_text_classification
2112.09027,BELONGS_TO,Technology_Julia
1912.10077,PROPOSED,Method_positional_encodings
2010.02316,PROPOSED,Method_sentiment_analysis
2005.10213,RESEARCH_ON,Task_morphological_inflection_generation_and_historical_text_normalization
2106.04016,PROPOSED,Method_Disfl-QA
2103.01913,BELONGS_TO,Technology_Vision
2103.01913,RESEARCH_ON,Task_Vision
2103.01913,RESEARCH_ON,Task_image-text_retrieval
Technology_Vision,BELONGS_TO,Task_Vision
Technology_Vision,BELONGS_TO,Task_image-text_retrieval
2409.19015,BELONGS_TO,Technology_Textless_NLP
2204.05961,PROPOSED,Method_QRA
2203.11131,BELONGS_TO,Technology_NLP
1812.02627,BELONGS_TO,Technology_Relevant_Word_Order_Vectorization
1812.02627,PROPOSED,Method_Relevant_Word_Order_Vectorization
1812.02627,PROPOSED,Method_word2vec
1812.02627,PROPOSED,Method_ngrams
1812.02627,RESEARCH_ON,Task_Relevant_Word_Order_Vectorization
Method_Relevant_Word_Order_Vectorization,USES,Technology_Relevant_Word_Order_Vectorization
Method_Relevant_Word_Order_Vectorization,IMPROVES,Method_word2vec
Method_Relevant_Word_Order_Vectorization,IMPROVES,Method_ngrams
Method_Relevant_Word_Order_Vectorization,EVALUATES,Task_Relevant_Word_Order_Vectorization
Method_word2vec,USES,Technology_Relevant_Word_Order_Vectorization
Method_word2vec,IMPROVES,Method_Relevant_Word_Order_Vectorization
Method_word2vec,IMPROVES,Method_ngrams
Method_word2vec,EVALUATES,Task_Relevant_Word_Order_Vectorization
Method_ngrams,USES,Technology_Relevant_Word_Order_Vectorization
Method_ngrams,IMPROVES,Method_Relevant_Word_Order_Vectorization
Method_ngrams,IMPROVES,Method_word2vec
Method_ngrams,EVALUATES,Task_Relevant_Word_Order_Vectorization
Technology_Relevant_Word_Order_Vectorization,BELONGS_TO,Task_Relevant_Word_Order_Vectorization
2004.14983,BELONGS_TO,Technology_CGA
2401.06706,BELONGS_TO,Technology_NLP
2401.06706,PROPOSED,Method_Multi-Candidate_Speculative_Decoding
2401.06706,PROPOSED,Method_speculative_decoding
2401.06706,RESEARCH_ON,Task_Multi-Candidate_Speculative_Decoding
Method_Multi-Candidate_Speculative_Decoding,USES,Technology_NLP
Method_Multi-Candidate_Speculative_Decoding,IMPROVES,Method_speculative_decoding
Method_Multi-Candidate_Speculative_Decoding,EVALUATES,Task_Multi-Candidate_Speculative_Decoding
Method_speculative_decoding,USES,Technology_NLP
Method_speculative_decoding,IMPROVES,Method_Multi-Candidate_Speculative_Decoding
Method_speculative_decoding,EVALUATES,Task_Multi-Candidate_Speculative_Decoding
Technology_NLP,BELONGS_TO,Task_Multi-Candidate_Speculative_Decoding
2201.01943,PROPOSED,Method_machine_learning
1912.05200,RESEARCH_ON,Task_Automatic_Spanish_Translation_of_the_SQuAD_Dataset_for_Multilingual_Question_Answering
2203.16773,BELONGS_TO,Technology_SSL
2203.16773,PROPOSED,Method_Prompt_tuning
2203.16773,PROPOSED,Method_prompt_tuning
2203.16773,RESEARCH_ON,Task_Speech_Processing_Tasks
Method_Prompt_tuning,USES,Technology_SSL
Method_Prompt_tuning,IMPROVES,Method_prompt_tuning
Method_Prompt_tuning,EVALUATES,Task_Speech_Processing_Tasks
Method_prompt_tuning,USES,Technology_SSL
Method_prompt_tuning,IMPROVES,Method_Prompt_tuning
Method_prompt_tuning,EVALUATES,Task_Speech_Processing_Tasks
Technology_SSL,BELONGS_TO,Task_Speech_Processing_Tasks
2405.00289,BELONGS_TO,Technology_NLP
2106.02289,PROPOSED,Method_Modeling_the_Unigram_Distribution
2106.02289,RESEARCH_ON,Task_Modeling_the_Unigram_Distribution
Method_Modeling_the_Unigram_Distribution,EVALUATES,Task_Modeling_the_Unigram_Distribution
2309.06358,BELONGS_TO,Technology_LLMs
2309.06358,RESEARCH_ON,Task_Question_Answering
Technology_LLMs,BELONGS_TO,Task_Question_Answering
2401.13850,BELONGS_TO,Technology_PADTHAI-MM
1910.14176,PROPOSED,Method_style_tree_generation_algorithm
1910.14176,RESEARCH_ON,Task_sentiment_classification
Method_style_tree_generation_algorithm,EVALUATES,Task_sentiment_classification
2309.08613,PROPOSED,Method_DHF
2309.08613,PROPOSED,Method_ural_Collaborative_Filtering
2309.08613,PROPOSED,Method_NCF
2309.08613,PROPOSED,Method_Deep_Hybrid_Filtering
2309.08613,RESEARCH_ON,Task_ICD-9_code_co-occurrence
Method_DHF,IMPROVES,Method_ural_Collaborative_Filtering
Method_DHF,IMPROVES,Method_NCF
Method_DHF,IMPROVES,Method_Deep_Hybrid_Filtering
Method_DHF,EVALUATES,Task_ICD-9_code_co-occurrence
Method_ural_Collaborative_Filtering,IMPROVES,Method_DHF
Method_ural_Collaborative_Filtering,IMPROVES,Method_NCF
Method_ural_Collaborative_Filtering,IMPROVES,Method_Deep_Hybrid_Filtering
Method_ural_Collaborative_Filtering,EVALUATES,Task_ICD-9_code_co-occurrence
Method_NCF,IMPROVES,Method_DHF
Method_NCF,IMPROVES,Method_ural_Collaborative_Filtering
Method_NCF,IMPROVES,Method_Deep_Hybrid_Filtering
Method_NCF,EVALUATES,Task_ICD-9_code_co-occurrence
Method_Deep_Hybrid_Filtering,IMPROVES,Method_DHF
Method_Deep_Hybrid_Filtering,IMPROVES,Method_ural_Collaborative_Filtering
Method_Deep_Hybrid_Filtering,IMPROVES,Method_NCF
Method_Deep_Hybrid_Filtering,EVALUATES,Task_ICD-9_code_co-occurrence
1909.08104,PROPOSED,Method_interior_point_optimization
2004.13645,BELONGS_TO,Technology_NLP
2004.13645,RESEARCH_ON,Task_Unnatural_Language_Processing
Technology_NLP,BELONGS_TO,Task_Unnatural_Language_Processing
2310.05064,BELONGS_TO,Technology_sign.mt
2407.04525,BELONGS_TO,Technology_AI
2407.04525,RESEARCH_ON,Task_task-dr
Technology_AI,BELONGS_TO,Task_task-dr
2304.09948,BELONGS_TO,Technology_Generative_Pre-Trained_Transformers
2304.09948,BELONGS_TO,Technology_GPT4
2012.00822,PROPOSED,Method_Open-Ended_Multi-Modal_Relational_Reasoning_for_Video_Question_Answering
2101.12073,BELONGS_TO,Technology_Computer_Vision
2101.12073,RESEARCH_ON,Task_Intent_Detection
Technology_Computer_Vision,BELONGS_TO,Task_Intent_Detection
2501.16360,BELONGS_TO,Technology_Momentum_Contrast
2501.16360,PROPOSED,Method_Momentum_Contrast
2501.16360,PROPOSED,Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering
Method_Momentum_Contrast,USES,Technology_Momentum_Contrast
Method_Momentum_Contrast,IMPROVES,Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering
Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering,USES,Technology_Momentum_Contrast
Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering,IMPROVES,Method_Momentum_Contrast
2107.05866,BELONGS_TO,Technology_NLP
2204.04437,RESEARCH_ON,Task_Modeling_Multi-Granularity_Hierarchical_Features_for_Relation_Extraction
1910.09137,BELONGS_TO,Technology_NLP
1910.09137,BELONGS_TO,Technology_ML
2310.19232,PROPOSED,Method_Adapter_Pruning_using_Tropical_Characterization
2312.01661,BELONGS_TO,Technology_ChatGPT
2312.01661,PROPOSED,Method_automatic
Method_automatic,USES,Technology_ChatGPT
2305.18917,BELONGS_TO,Technology_NLP
2212.01218,BELONGS_TO,Technology_LSTM
2212.01218,RESEARCH_ON,Task_Question_Answering
2212.01218,RESEARCH_ON,Task_answer_ranking_task
Technology_LSTM,BELONGS_TO,Task_Question_Answering
Technology_LSTM,BELONGS_TO,Task_answer_ranking_task
2411.16778,BELONGS_TO,Technology_GEMeX
2411.16778,PROPOSED,Method_VQA
2411.16778,PROPOSED,Method_chest_X-ray_diagnosis
Method_VQA,USES,Technology_GEMeX
Method_VQA,IMPROVES,Method_chest_X-ray_diagnosis
Method_chest_X-ray_diagnosis,USES,Technology_GEMeX
Method_chest_X-ray_diagnosis,IMPROVES,Method_VQA
2408.02246,PROPOSED,Method_NLP
2408.02246,PROPOSED,Method_Natural_Language_Processing
2010.08319,RESEARCH_ON,Task_ification
2307.10303,BELONGS_TO,Technology_Natural_Language_Processing
2405.15258,BELONGS_TO,Technology_Compressed_Differentially_Private_Aggregation
2405.15258,BELONGS_TO,Technology_CDPA
2405.15258,BELONGS_TO,Technology_AI-enabled
2301.02691,PROPOSED,Method_memory-efficient_data_representations
2301.02691,PROPOSED,Method_parallelization_of_neural_architectures
Method_memory-efficient_data_representations,IMPROVES,Method_parallelization_of_neural_architectures
Method_parallelization_of_neural_architectures,IMPROVES,Method_memory-efficient_data_representations
2407.10052,BELONGS_TO,Technology_MixUp
2407.10052,BELONGS_TO,Technology_Neural_mask_Fine-Tuning
2407.10052,BELONGS_TO,Technology_NFT
2407.10052,PROPOSED,Method_Neural_mask_Fine-Tuning
2407.10052,PROPOSED,Method_NFT
Method_Neural_mask_Fine-Tuning,USES,Technology_MixUp
Method_Neural_mask_Fine-Tuning,USES,Technology_Neural_mask_Fine-Tuning
Method_Neural_mask_Fine-Tuning,USES,Technology_NFT
Method_Neural_mask_Fine-Tuning,IMPROVES,Method_NFT
Method_NFT,USES,Technology_MixUp
Method_NFT,USES,Technology_Neural_mask_Fine-Tuning
Method_NFT,USES,Technology_NFT
Method_NFT,IMPROVES,Method_Neural_mask_Fine-Tuning
1808.03465,BELONGS_TO,Technology_TwoWingOS
2212.03297,RESEARCH_ON,Task_paraphrase
2409.17457,BELONGS_TO,Technology_CAD
2409.17457,PROPOSED,Method_CAD
2308.06522,RESEARCH_ON,Task_Federated_Parameter_Efficient_Fine-Tuning_of_Language_Models
2008.04393,PROPOSED,Method_PET
2008.04393,PROPOSED,Method_MRI
2008.04393,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
Method_PET,IMPROVES,Method_Bidirectional_Encoder_Representations_from_Transformers
Method_MRI,IMPROVES,Method_Bidirectional_Encoder_Representations_from_Transformers
Method_Bidirectional_Encoder_Representations_from_Transformers,IMPROVES,Method_PET
Method_Bidirectional_Encoder_Representations_from_Transformers,IMPROVES,Method_MRI
2010.05248,PROPOSED,Method_software-based_energy_measurements
2202.01302,BELONGS_TO,Technology_Natural_Language_Processing
2205.09045,BELONGS_TO,Technology_EDA
2205.09045,BELONGS_TO,Technology_AI
2205.09045,RESEARCH_ON,Task_Vision_Transformer_for_Multi-objective_Design_and_Characterization_of_Nanophotonic_Devices
Technology_EDA,BELONGS_TO,Task_Vision_Transformer_for_Multi-objective_Design_and_Characterization_of_Nanophotonic_Devices
Technology_AI,BELONGS_TO,Task_Vision_Transformer_for_Multi-objective_Design_and_Characterization_of_Nanophotonic_Devices
cs/0609134,BELONGS_TO,Technology_NLP
2304.03879,BELONGS_TO,Technology_NLP
2304.03879,BELONGS_TO,Technology_GPT4Rec
2406.06870,BELONGS_TO,Technology_AI
2406.06870,PROPOSED,Method_LLMs
Method_LLMs,USES,Technology_AI
2304.01507,BELONGS_TO,Technology_MGAE
2304.01507,PROPOSED,Method_Robust_mAsked_gRaph_autoEncoder
2304.01507,RESEARCH_ON,Task_RARE
Method_Robust_mAsked_gRaph_autoEncoder,USES,Technology_MGAE
Method_Robust_mAsked_gRaph_autoEncoder,EVALUATES,Task_RARE
Technology_MGAE,BELONGS_TO,Task_RARE
2409.09085,BELONGS_TO,Technology_OTO
2409.09085,PROPOSED,Method_Structured_pruning
2409.09085,PROPOSED,Method_sub-network_construction
2409.09085,PROPOSED,Method_structured_sparse_optimization
2409.09085,PROPOSED,Method_search_space_generation
Method_Structured_pruning,USES,Technology_OTO
Method_Structured_pruning,IMPROVES,Method_sub-network_construction
Method_Structured_pruning,IMPROVES,Method_structured_sparse_optimization
Method_Structured_pruning,IMPROVES,Method_search_space_generation
Method_sub-network_construction,USES,Technology_OTO
Method_sub-network_construction,IMPROVES,Method_Structured_pruning
Method_sub-network_construction,IMPROVES,Method_structured_sparse_optimization
Method_sub-network_construction,IMPROVES,Method_search_space_generation
Method_structured_sparse_optimization,USES,Technology_OTO
Method_structured_sparse_optimization,IMPROVES,Method_Structured_pruning
Method_structured_sparse_optimization,IMPROVES,Method_sub-network_construction
Method_structured_sparse_optimization,IMPROVES,Method_search_space_generation
Method_search_space_generation,USES,Technology_OTO
Method_search_space_generation,IMPROVES,Method_Structured_pruning
Method_search_space_generation,IMPROVES,Method_sub-network_construction
Method_search_space_generation,IMPROVES,Method_structured_sparse_optimization
1910.06360,PROPOSED,Method_distillation
1910.06360,PROPOSED,Method_structured_pruning
Method_distillation,IMPROVES,Method_structured_pruning
Method_structured_pruning,IMPROVES,Method_distillation
2402.11940,BELONGS_TO,Technology_NLP
2402.11940,RESEARCH_ON,Task_AICAttack
Technology_NLP,BELONGS_TO,Task_AICAttack
2501.17479,PROPOSED,Method_DFPE
1910.07351,RESEARCH_ON,Task_Tagging
2103.15500,PROPOSED,Method_Electroencephalography
2103.15500,PROPOSED,Method_EEG
2103.15500,RESEARCH_ON,Task_EEG
Method_Electroencephalography,EVALUATES,Task_EEG
Method_EEG,EVALUATES,Task_EEG
2102.04216,BELONGS_TO,Technology_AI
2102.04216,BELONGS_TO,Technology_Natural_Language_Processing
2102.04216,PROPOSED,Method_Natural_Language_Processing
2411.07070,BELONGS_TO,Technology_NLP
2411.07070,RESEARCH_ON,Task_Active_Privacy_Auditing_in_Supervised_Fine-tuning_for_White-Box_Language_Models
Technology_NLP,BELONGS_TO,Task_Active_Privacy_Auditing_in_Supervised_Fine-tuning_for_White-Box_Language_Models
2310.19522,BELONGS_TO,Technology_ImageNet
1911.10183,BELONGS_TO,Technology_NLP
2502.13908,BELONGS_TO,Technology_Deep_Learning
2404.00748,PROPOSED,Method_benchmark_transparency
2404.00748,RESEARCH_ON,Task_Benchmark_Transparency:_Measuring_the_Impact_of_Data_on_Evaluation
Method_benchmark_transparency,EVALUATES,Task_Benchmark_Transparency:_Measuring_the_Impact_of_Data_on_Evaluation
2311.03648,BELONGS_TO,Technology_InMeMo
2311.03648,BELONGS_TO,Technology_Instruct_Me_More
2311.03648,PROPOSED,Method_Instruct_Me_More
2311.03648,RESEARCH_ON,Task_foreground_segmentation
2311.03648,RESEARCH_ON,Task_single_object_detection
Method_Instruct_Me_More,USES,Technology_InMeMo
Method_Instruct_Me_More,USES,Technology_Instruct_Me_More
Method_Instruct_Me_More,EVALUATES,Task_foreground_segmentation
Method_Instruct_Me_More,EVALUATES,Task_single_object_detection
Technology_InMeMo,BELONGS_TO,Task_foreground_segmentation
Technology_InMeMo,BELONGS_TO,Task_single_object_detection
Technology_Instruct_Me_More,BELONGS_TO,Task_foreground_segmentation
Technology_Instruct_Me_More,BELONGS_TO,Task_single_object_detection
2309.15714,PROPOSED,Method_Eye-Tracking_Biomarker_Analysis
2309.15714,PROPOSED,Method_LLM
2309.15714,PROPOSED,Method_EEG
Method_Eye-Tracking_Biomarker_Analysis,IMPROVES,Method_LLM
Method_Eye-Tracking_Biomarker_Analysis,IMPROVES,Method_EEG
Method_LLM,IMPROVES,Method_Eye-Tracking_Biomarker_Analysis
Method_LLM,IMPROVES,Method_EEG
Method_EEG,IMPROVES,Method_Eye-Tracking_Biomarker_Analysis
Method_EEG,IMPROVES,Method_LLM
2311.03196,PROPOSED,Method_Pseudo-Labeling
2405.14093,BELONGS_TO,Technology_AI
2405.14093,RESEARCH_ON,Task_visual_question_answering
Technology_AI,BELONGS_TO,Task_visual_question_answering
2209.04259,PROPOSED,Method_al_equations
1709.07470,RESEARCH_ON,"Task_Named_Entity_Recognition,_Syntac-tic_Parsing_and_Sentiment_Analysis"
2112.01537,RESEARCH_ON,Task_Instructional_Quality_Assessment
2410.01724,BELONGS_TO,Technology_NLP
2410.01724,PROPOSED,Method_Auto-Demo_Prompting
2410.01724,RESEARCH_ON,Task_Auto-Demo_Prompting:_Leveraging_Generated_Outputs_as_Demonstrations_for_Enhanced_Batch_Prompting
Method_Auto-Demo_Prompting,USES,Technology_NLP
Method_Auto-Demo_Prompting,EVALUATES,Task_Auto-Demo_Prompting:_Leveraging_Generated_Outputs_as_Demonstrations_for_Enhanced_Batch_Prompting
Technology_NLP,BELONGS_TO,Task_Auto-Demo_Prompting:_Leveraging_Generated_Outputs_as_Demonstrations_for_Enhanced_Batch_Prompting
2010.07444,PROPOSED,Method_TF-IDF
2010.07444,PROPOSED,Method_Bag_of_Words
2010.07444,PROPOSED,Method_Term_Frequency-Inverse_Document_Frequency
2010.07444,PROPOSED,Method_BoW
Method_TF-IDF,IMPROVES,Method_Term_Frequency-Inverse_Document_Frequency
Method_TF-IDF,IMPROVES,Method_BoW
Method_Bag_of_Words,IMPROVES,Method_Term_Frequency-Inverse_Document_Frequency
Method_Bag_of_Words,IMPROVES,Method_BoW
Method_Term_Frequency-Inverse_Document_Frequency,IMPROVES,Method_TF-IDF
Method_Term_Frequency-Inverse_Document_Frequency,IMPROVES,Method_Bag_of_Words
Method_Term_Frequency-Inverse_Document_Frequency,IMPROVES,Method_BoW
Method_BoW,IMPROVES,Method_TF-IDF
Method_BoW,IMPROVES,Method_Bag_of_Words
Method_BoW,IMPROVES,Method_Term_Frequency-Inverse_Document_Frequency
2001.08279,BELONGS_TO,Technology_Perceptron_Learner
2001.08279,PROPOSED,Method_Syntactic_parsing_using_dependency_structures
2001.08279,RESEARCH_ON,Task_Transition-Based_Dependency_Parsing
Method_Syntactic_parsing_using_dependency_structures,USES,Technology_Perceptron_Learner
Method_Syntactic_parsing_using_dependency_structures,EVALUATES,Task_Transition-Based_Dependency_Parsing
Technology_Perceptron_Learner,BELONGS_TO,Task_Transition-Based_Dependency_Parsing
2307.09162,BELONGS_TO,Technology_AI
2307.09162,PROPOSED,Method_data_augmentation_techniques
